Found_Cps,Covering,F1,Time
[1291 1601 2900 3739 4049 4460 4939 6489],0.8268896181324069,0.5333333333333333,140.35596752166748
[ 728 1188 2005 3644 4844 5304 6863 7412],0.8323785692600227,0.75,40.09968137741089
[1171 1559 2031 2847 4330],0.7125963120935688,0.6666666666666666,17.05207848548889
[ 690 1488 2050 2462 2860 3761],0.781922526320301,0.4615384615384615,14.141971349716187
[1432 3024 4693 5323 6745 7726 8031],0.8385637940537085,0.7142857142857143,39.37253260612488
[1548],0.7877508799618381,0.4,5.726452827453613
[1419 1950 3521 4329 5178 6361],0.8225652291260478,0.7692307692307692,35.116928815841675
[1531 5283 5835],0.5143885204965272,0.4444444444444445,20.357303857803345
[1173 2333 2803 3486 4045],0.8043869920379181,0.5454545454545454,11.502659797668457
[ 480  806 2107 2752 4016 5173],0.8131666380097258,0.8571428571428571,19.812172412872314
[1207],0.4691328701553834,0.3333333333333333,13.308417081832886
[1511 1910],0.984382250970936,1.0,7.26146674156189
[ 619 1064 1439 3090 4585],0.8343671832514892,0.8,27.735557079315186
[ 554 1414 2588 4232],0.8383040666354968,0.4444444444444445,18.330496311187744
[1379 2200 2845 3308 4032],0.7792262696280139,0.6,20.738606452941895
[ 567 1547 2166 3125 3869],0.7504496690978674,0.5454545454545454,18.098724365234375
[ 690 2228 2713 3667 3962],0.8627063963342613,0.5454545454545454,17.72472333908081
[1387],0.4307961645677397,0.5714285714285715,24.869828701019287
[1578 3425],0.7856508646634343,0.28571428571428575,22.26118302345276
[1476 2079 2820 3221],0.7648989985011583,0.7499999999999999,19.65446901321411
[ 352 1576 2358 3145 3480],0.6723410268142925,0.6666666666666666,18.583019495010376
[ 499 1496 2149 3422],0.8532702277149724,0.4444444444444445,24.035522937774658
[ 340  720 1171 1512 1900 2364 3263],0.6231087393926878,0.5,14.682125568389893
[ 427  978 1402 1820],0.6409396365267576,0.25,5.807348966598511
[ 255  598 1232 1734 2254],0.8403147290311931,0.5454545454545454,11.264283180236816
[ 499 1167 1692 2546],0.7873601392013039,0.4444444444444445,6.9507575035095215
[ 350  852 1187 1570 2013 2577 3694 4029 4501],0.5863488981073316,0.4,27.56466293334961
[1815 3520 3840 4649],0.7086004605633155,0.20000000000000004,25.070364236831665
[  585  1449  2717  3421  4240  5741  6774  7832  8851 10094],0.7787378938253758,0.7368421052631579,70.17088437080383
[ 1364  2885  3796  4531  4995  6415  6819  7678  8603  9559  9998 10655],0.7969837918541859,0.8695652173913044,80.59016442298889
[ 580 1570 2238 2777 3600 4336 5813],0.8470776937845991,0.7999999999999999,41.081570625305176
[1645 3506 5249 6848],0.8296322434665773,0.5,51.587154388427734
[ 373  840 1449 3026 3481 4082 4461 4952 6360 7448],0.6934896717712663,0.7058823529411764,63.59458541870117
[4820 6377],0.555194198760194,0.6666666666666666,33.547208309173584
[1240 2108 2667 3285 3891 4435],0.9579372569133325,1.0,28.11413860321045
[ 544 1252 2205 2737 3017],0.857313888560246,0.5454545454545454,12.554545164108276
[1032 1545 5958 7461 8932],0.6412083637464076,0.7692307692307692,82.31239199638367
[ 1424  2505  2980  4588  6017  6631  7467  8088  9334 10865 12250 13727],0.8633601191220867,0.9166666666666666,152.94352912902832
[ 388 1332 2189 8564],0.32012249996046244,0.23529411764705882,66.36857676506042
[1472 2921 3717 4496 5820 7469 7903 9244],0.8424233653549311,0.75,71.37758898735046
[2052 2939 3558 4445 5259 6237],0.6546847853588598,0.18181818181818182,44.850050926208496
[],0.21797735040803687,0.33333333333333337,13.272694826126099
[4023 4892 5454 6340 7440],0.4000119179387444,0.4,36.44501733779907
[ 873 1400 2050],0.3406310795421766,0.3333333333333333,8.551648139953613
