Found_Cps,Covering,F1,Time
[1298 1538 2910 3757 4207 4480 4953 6455],0.8496695447441496,0.8,21.837733268737793
[ 775 1184 1998 3484 4854 5309 6866],0.9111506397042042,0.9333333333333333,23.99862241744995
[ 401 1171 1569 2063 2804 3583 4044 4359],0.7335476570499643,0.6666666666666667,11.766582727432251
[ 693 1504 2026 2452 2863 3764],0.7728031774927296,0.4615384615384615,11.144808053970337
[1428 3026 4696 5329 6747 7724],0.8389541316568768,0.7692307692307692,25.657202005386353
[1556],0.7866909527486468,0.4,1.8707048892974854
[1424 1948 3461 4329 4858 5181 6374],0.8206060455175175,0.7142857142857143,13.890764951705933
[1541 2813 3157 4020 5282 5833],0.8057883667643303,0.5,11.353224039077759
[1174 2306 2824 3481 4058],0.7892543763687159,0.5454545454545454,6.291248321533203
[ 793 2105 2737 4017 5187],0.8671166831703989,0.7692307692307692,7.937812805175781
[1226],0.47362938777338753,0.6666666666666666,5.131357431411743
[1508 1937],0.9959433885814254,1.0,3.5398309230804443
[],0.2509271785838894,0.4,2.4747893810272217
[ 607 1444],0.39755575216267836,0.5714285714285715,3.442869186401367
[ 454  802 1113 1397 2198 2844 3247 4043],0.6388740556958334,0.6153846153846153,7.5857813358306885
[ 287  577 1502 2167 3106 3876],0.7062205271299199,0.5,6.703105211257935
[ 695 2225 2718 3663],0.937179707381775,0.8000000000000002,4.778501272201538
[1140],0.3812324132886381,0.28571428571428575,6.5734171867370605
[1547 3432],0.7914101464839697,0.5714285714285715,4.359300136566162
[1459 2094 2821 3237],0.7549956760550149,0.7499999999999999,3.4903156757354736
[1579 2363 3147 3417],0.764211841251236,0.7499999999999999,3.483187437057495
[ 504 1447 2088 3425],0.8877612000667445,0.888888888888889,4.06665825843811
[ 769 1181 1481 1813 2373 3267 3813],0.6070763546919683,0.5,2.9190268516540527
[ 712 1408 1832],0.7084989745131195,0.5714285714285715,1.4761848449707031
[ 608 1234 1773 2254],0.9473383038395881,1.0,1.675001621246338
[ 493 1173 1709],0.9420148134234677,0.75,1.8627293109893799
