Found_Cps,Covering,F1,Time
[ 350 1296 1606 2919 3745 4213 4523 4960 6454],0.7919391380157267,0.625,5.449681043624878
[ 774 1198 2007 3520 4851 5309 6865 7362],0.8673642647369941,0.8750000000000001,5.131730318069458
[1152 1571 2037 2847 3596 4028 4375],0.8133023984514365,0.5714285714285715,2.8687496185302734
[ 701 1511 2036 2474 2860 3765],0.7781752725794404,0.6153846153846153,2.2519052028656006
[1465 3027 4693 5333 6731 7726 8031],0.8465130568927781,0.7142857142857143,4.77911901473999
[1579],0.7838415192576467,0.4,0.9653759002685547
[1428 1975 3456 4245 4857 5190 6375],0.8063484680377098,0.7142857142857143,4.305233955383301
[1531 2846 3226 4099 5280 5833],0.8197522031672579,0.6666666666666666,3.510260581970215
[1180 2343 2823 3490 4055],0.8027157651567579,0.5454545454545454,2.165849208831787
[ 481  787 2109 2745 4031 5189],0.8130959057988956,0.8571428571428571,2.6586697101593018
[1212],0.4703152385145243,0.3333333333333333,1.6306583881378174
[1506 1924],0.9895922952889357,1.0,1.266796350479126
[ 644 1072 1454 3197 4608],0.8352441695385975,0.6,3.163245677947998
[ 575  945 1341 2190 2633 3295 4225],0.6100525110329033,0.5,2.7018775939941406
[ 661 1403 2199 2845 3260 4032],0.682186764151379,0.5454545454545454,2.849555730819702
[ 577 1553 2174 3970],0.8886935026332411,0.4000000000000001,2.155303478240967
[ 697 2236 2718 3669 3964],0.8635032089197601,0.7272727272727272,1.9179255962371826
[1386],0.430593438100381,0.5714285714285715,1.7847511768341064
[1576 3435],0.7891372833910216,0.5714285714285715,1.8346362113952637
[],0.3339207967916108,0.5,0.6511077880859375
[ 355 1561 2365 3142 3477],0.6696110987448497,0.6666666666666666,2.184023380279541
[ 505 1385 2091 3422 3893 4338],0.6907795893622151,0.7272727272727273,2.3245482444763184
[ 771 1182 1856 2367 3260 3787],0.6649938888761847,0.5454545454545454,2.0613203048706055
[ 489 1416 1832],0.7881489613292854,0.8571428571428571,1.0266079902648926
[ 606 1249 1755 2257],0.945266312701721,0.8000000000000002,1.3764762878417969
[ 515 1172 1715],0.9589256111786226,0.75,1.0699608325958252
[ 354  871 1580 2042 2577 3702 4037 4487],0.6171342506157689,0.5714285714285714,3.174570083618164
[ 829 1651 3524 3840 4590],0.5743265564678203,0.3636363636363636,2.46980619430542
[  611  1466  2343  2742  3436  4222  5751  6802  7219  7855  8882 10094],0.7438473520750893,0.761904761904762,7.8355865478515625
[ 1370  2216  2935  3814  4559  4972  6412  6819  7652  8617  9560 10007 10759],0.7523550305045738,0.8333333333333333,7.535382270812988
[4341 5822],0.5250116771987533,0.6,2.490159273147583
