Found_Cps,Covering,F1,Time
[1472 2913 3744 4140 4471 4954 6503],0.8683725386405198,0.8571428571428571,16.25163722038269
[ 773 1187 2106 3477 4824 5321 6848 7380],0.854747070538336,0.8750000000000001,9.493704557418823
[ 751 1182 1567 2028 2839 3579 4092],0.7885797029530903,0.5714285714285715,5.68860387802124
[ 742 1510 1777 2050 2439 2871 3754],0.739978440921667,0.5714285714285715,4.715960264205933
[1447 3030 4754 5085 6730 7724],0.7767844701123712,0.6153846153846153,17.827454805374146
[1557],0.7865609683010754,0.4,1.7810449600219727
[1392 1952 3426 4312 5183 6360],0.8140134519180874,0.7692307692307692,10.069730758666992
[1540 5290],0.5987120578408623,0.5,5.098640441894531
[1182 2303 3519 4119],0.8767331765831916,0.6,4.498076915740967
[ 801 2350 2785 3457 4032 5215],0.8882853910628125,0.8571428571428571,5.950268030166626
[ 289 1223],0.42128397055088385,0.5714285714285715,3.3734071254730225
[1445 1937],0.9620097427968145,0.6666666666666666,2.2079122066497803
[ 486 1050 1377 2979 3184 4571],0.7919844339420441,0.5454545454545454,11.262388467788696
[ 631 1439 2671 4242],0.8552127304793973,0.6666666666666665,5.323405504226685
[1386 2845 3248 4094 4877],0.7861772406346961,0.8,6.516135931015015
[ 463 1503 2165 3897],0.8919721082242037,0.6,3.8394830226898193
[ 700 2227 2704 3662 3922],0.8738799429800314,0.5454545454545454,3.538367748260498
[1423],0.42858582772907566,0.5714285714285715,3.6488609313964844
[1547 2021 2641 3432],0.8034321864964294,0.6666666666666665,4.218223333358765
[1458 1909 2812 3223],0.7993482309124768,0.7499999999999999,3.5512824058532715
[1555 2358 3149 3425],0.7564443778212714,0.7499999999999999,4.38205099105835
[ 284 1434 2152 3425],0.9166704048731504,0.6666666666666665,4.772449493408203
[ 769 1166 2373 3266],0.6981469102035697,0.4444444444444445,3.742859125137329
[ 499 1460 1832],0.7927604484593446,0.8571428571428571,2.002718687057495
[ 634 1233 1760 2268],0.9631389107155961,0.8000000000000002,2.6725223064422607
[ 283  539 1199 1703],0.8723686940085117,0.888888888888889,2.4608314037323
[ 255  866 1556 2100 2585 3614],0.611439099145176,0.5,7.425666809082031
[1545 1879 2297 3531 3971 4216 4535],0.7509499900858039,0.3076923076923077,7.348867654800415
[  538  1464  2740  3433  4274  5721  6795  7206  8855 10095],0.8412486717345202,0.8421052631578948,27.54819655418396
[ 1374  2286  2902  3776  4572  4991  6421  6852  7650  8633  9549 10044],0.8016209101853624,0.7826086956521738,22.48945641517639
[4336 5824],0.5248965869730311,0.6,9.08845829963684
[1642 3444 5238 6817],0.8151640250720944,0.5,11.110077857971191
[1463 3031 3503 4084 4470 4966 6380],0.8573569216592892,0.8571428571428571,11.875743865966797
[ 423 1435 2083 3008 3442 4372 4826 6345],0.7898028650281472,0.8,12.40283751487732
[1244 2172 2730 3335 3892 4436],0.9694115783637466,1.0,5.683484792709351
[ 491 1231 2209 2738],0.9096344660739748,0.8000000000000002,3.23997163772583
[1033 1518 3069 4670 6019 7389 8947],0.9035853444145816,0.9333333333333333,23.991032600402832
[ 1427  2997  4575  5970  7119  7420  8258  9529 11104 12278 12687 13449 13736],0.8307541847243255,0.7200000000000001,55.98138499259949
[ 369 1275 2118],0.2447566376762045,0.125,13.331478595733643
[1472 2959 4240 5798 7463 7903 8937],0.8859041736529772,0.7999999999999999,18.059574842453003
[4361 5198],0.5468476179350948,0.28571428571428575,8.427115201950073
[],0.21797735040803687,0.33333333333333337,2.6276628971099854
[4128],0.5509211238000112,0.3333333333333333,6.015998363494873
[2091],0.6781903399764032,0.5,1.9833576679229736
[ 1871  2982  3418  3803  4100 12208],0.3564462915579518,0.25,56.82561492919922
[ 6940  8761 10371 11005 11958],0.3851317399975707,0.30769230769230765,25.205983877182007
[1864 3471],0.5952141057934509,0.4,3.0616934299468994
[ 816 1808 5143 6440 7252 8023],0.4932398102152661,0.2,16.310672998428345
[1413 2029],0.40246232827513284,0.3333333333333333,3.1441590785980225
[1326 2267],0.45194779711172944,0.4,3.8745148181915283
[2648],0.769809448160613,0.4,5.609791040420532
[2892],0.6392688404791509,0.5,2.901918411254883
[1618 2509 3080 3751 4130 8090 9274],0.6683452080174844,0.28571428571428575,16.699000358581543
[  624  1548 12190 13813],0.2730981502475522,0.16666666666666666,54.65025448799133
