Found_Cps,Covering,F1,Time
[  776  1360  2372  3882  4272  4935  8119  9924 11363 12660 13306 14062 15687 20289 21590 22550 24320 24812 27097 27595 27994 29680 30474 31150 32804 33356 35199 37461 40931 46166 50017 50887 53128],0.5757382787325247,0.5531914893617021,686.1822679042816
[  734  1600  4894  5566  7297 10091 10951 12163 13548 14019 20077 20452 21105 21786 22571 25102 25575 26373 27085 28403 29215 30135 32433 36198 38651 39992 40397 40888 41949 49194 51045 53542 54136 57327 59250 59678],0.6121977503630154,0.52,983.6345760822296
[  390   809  1369 11021 11883 13712 19843 23780 25375 25865 28456 30044 31440 32231 34410 34895 36627 37037 39752 48191 51260],0.8072419489383782,0.7428571428571429,888.4702665805817
[  457  1081  9091 10087 11426 14852 18421 18820 21098 21522 24472 25548 26659 28504],0.4080532536095104,0.5,704.335198879242
[  561  1112  4211  5011  7016  7502 10401 13466 18598 20266 21570 22138 22678 23649 25488 29036 32530 34885 37243 39925 40556 46679 49868 53005],0.6881724624799411,0.6842105263157895,592.6252694129944
[  657  1531  9556 11570 12040 12444 14044 14707 15394 17213 17882 20065 21139 21945 22468 26144 31243 32208 33666 34100 37357 40353 43091 43476 47084 49333 52967 55869 56358 58554 59960],0.5756837406753907,0.5777777777777777,1251.5520284175873
[  354  2252  3138  3784  4966  5382  6441  7260  7687  8130  9020  9710 10497 10854],0.3057703747769185,0.33333333333333337,63.44420599937439
[  581  1357  1842  3983  5359  8187  8962 10345 11177],0.4181189748334629,0.4615384615384615,56.05315589904785
[  391  1570  2231  4043  5735  6588  7749  8499  8991  9657 10514 10904],0.2863992253046526,0.375,48.451940059661865
[  630  1244  1902  9083 10016 10408],0.7863955434665566,0.6,27.35100769996643
[  361  1670  2190  2524  3064  3782  4513  5323  5893  6226  6697  7027  7357  7866  8352  8750  9085  9684 11121 11885 12619 13138 14122 14863 16445 17588 17918],0.37083340927505204,0.35294117647058826,78.10799717903137
[  375  1093  3219  5343  5718  6127  6573  7021  7819  8215  9198  9577 10065 10680 11301 11964 12534 13108 13653 15180 15578 16257 16832 18089 18679 19054],0.3603218512728163,0.3636363636363636,67.23497033119202
[  706  1086  1857  2257  3591  4273  4773  6002  6352  6975  7912  9238  9667 10097 11571 12122 12501 13483 14330 15205 15558 16679 17671 18021],0.3755601952579233,0.3870967741935484,93.45901417732239
[  909  2986  4275  4674  6047  9187 12948 13650 14058 15183 15599 15996 16730 17240 17781 18178 18592],0.5664869202027475,0.5,76.25643944740295
