Found_Cps,Covering,F1,Time
[  680  1415  2291  4092  4677  5836  6240  6891  7395  8087  9929 11356 13218 14058 15967 20291 21588 29642 30420 30750 31101 31463 32849 33456 34693 35203 37285 40837 44764 49976 50890 53167 56462 58095],0.5931699129518707,0.5416666666666666,722.4534795284271
[  731  1050  1723  4274  8780  9584 10107 10952 12806 13488 14024 20136 20749 22611 23604 24045 24544 25165 25646 27078 28596 29210 31165 31738 32442 33036 33937 36199 38647 41946 49182 51115 53575 54151 57287 59276],0.630387617377917,0.52,784.8911292552948
[  362   798  1440  1765  4575  5669  6057  7271  8207  9778 11012 11884 13638 19806 28534 30043 31513 32253 34347 36628 37116 39400 39845 48167 51005 51452 52126 53345],0.7543087031499283,0.6190476190476191,907.2640149593353
[  464  1086  8535  9093 10067 11422 14119 14853 18415 18901 21119 21542 23421 25205 25549 26248 28510 31621 32587 36945 40962 49460 52662],0.7122754964135877,0.5945945945945945,798.4027101993561
[  558   971  1301  4437  5081  7020 10372 11528 13367 18669 20249 20818 21566 22141 23297 24386 29056 32554 34522 34894 36734 37228 39924 40351 49826 52956],0.7380956675786416,0.65,1089.508837223053
[  692  1538  3098  5914  8103  9546 11564 12040 12370 14045 14778 15387 17157 17487 17887 19408 21327 21918 22399 23640 24297 24931 26138 31164 32187 33947 37104 40326 42069 42423 43077 43408 47236 49279 52908 55941],0.5422811845028602,0.52,1498.51904630661
[  298   553   966  3143  3623  3978  4753  6454  6869  7370  7600  8090  9016  9674 10479 11231],0.3120496472132034,0.3,91.54879832267761
[  576   926  1358  3968  5506  6464  7733  8099  8968  9483 10437 11183],0.3702785354161501,0.375,76.72751712799072
[  345  1559  1908  2258  3251  3633  4300  5788  6395  7536  8495  8933  9652 10511 10856],0.25268588693357824,0.3157894736842105,74.59821891784668
[  675  1254  1914  3028  4166  5025  5565  6857  8469  8784  9118 10006],0.3129396294078977,0.375,45.56489300727844
[ 1662  2066  2464  3065  3736  5901  6221  6456  6711  6967  7337  7883  8447  8849 13152 14119 14605 14852 15127 16117 16386 17247 17589],0.5296467661261696,0.4,123.83227396011353
[  443  1036  2010  2814  3074  4471  5223  5679  6133  6560  7067  7809  8079  9218 10134 10663 11282 11718 11984 12320 12580 13156 13594 14092 14687 15176 15640 15922 16256 16798 17232 18054 18443],0.3025937634079824,0.3,91.72634196281433
[  732  1034  1856  3353  4261  5637  6004  6277  6977  7673  8136  8528  8886  9190  9818 15206 15448 15695 16695 17011 17663 17926 18371 18746],0.506970235075431,0.3870967741935484,103.91248941421509
[  281   910  2990  4265  4673  6042  6453  7017  7298  8018  9165  9614 10346 11255 12427 12894 13198 13641 14078 14663 15204 15596 16039 16725 17041 17790 18162 18446],0.3491385665810955,0.34285714285714286,144.69528317451477
