Found_Cps,Covering,F1,Time
[],0.11314312521609626,0.14285714285714288,89.76468276977539
[],0.10722309605227488,0.14285714285714288,66.04617381095886
[],0.10933766705267153,0.14285714285714288,63.40949892997742
[],0.10953706377521115,0.14285714285714288,63.98234677314758
[],0.11214316251944426,0.14285714285714288,64.18244814872742
[],0.10663867692993882,0.14285714285714288,67.08245325088501
"[9010, 9125, 8894, 9240, 9355, 8778]",0.8548733594724067,0.4,25.662917613983154
"[8972, 8766, 9177, 9382, 10222, 8560, 10427, 9587, 9792, 10016, 10649, 8354, 10885, 8148]",0.7922968840400033,0.33333333333333337,25.525282621383667
"[8940, 9651, 8634, 9342, 8328, 9956, 8022]",0.8572393152992527,0.5454545454545454,25.110191583633423
[10043],0.8458354809986485,0.8,25.197750329971313
"[17617, 14864, 15054, 9086, 17787, 14693, 8865, 17446, 5878, 9256, 8694, 16432, 15224, 14522, 6056, 9426, 8523, 16160, 6695, 6412, 6226, 14351, 16690, 5707, 8352, 6922, 15989, 9596, 17275, 15405, 7862, 16860, 8181, 14180, 7691, 9766, 7092, 17089, 17957, 7443, 7262, 15818, 15619, 5536, 14009, 9936, 10108, 13154, 13838, 5365, 10278, 12983, 13665, 13324, 10467, 13494, 10653, 5193, 12812, 10823, 11011, 12640, 5022, 11181, 11830, 11435, 12059, 11618, 12229, 12469, 18127, 4851, 4673, 4502]",0.3427763854519369,0.14814814814814814,31.549100160598755
"[18088, 17927, 18248, 15267, 9219, 9058, 15106, 9379, 17766, 8897, 6122, 9539, 15427, 14945, 6491, 8736, 17552, 6330, 6696, 5961, 7006, 9699, 7166, 15593, 7524, 8546, 7817, 7363, 17291, 14784, 9859, 8193, 8385, 18408, 7989, 10028, 5791, 17130, 15757, 10189, 14623, 16969, 5630, 16130, 10349, 14460, 15919, 16808, 16341, 10541, 5469, 16610, 10701, 14251, 14090, 5308, 13861, 10911, 13660, 5147, 11071]",0.49895530754726597,0.17647058823529413,31.786791563034058
"[17692, 9152, 15188, 8986, 17857, 17526, 9317, 15353, 5971, 15022, 8820, 15518, 6136, 9482, 6301, 15683, 17360, 8654, 9654, 14856, 16749, 5805, 16927, 18022, 8488, 6466, 17092, 16581, 9819, 7861, 7644, 8202, 6946, 9984, 6722, 7111, 8026, 7478, 7293, 15850, 14690, 10149, 5639, 16415, 10314, 16015, 16249, 10489, 5473, 14524, 10654, 14358, 5307, 10819, 14192, 18187, 14026, 5141, 13848, 10984, 11149, 4975, 13682, 11322, 11519, 13486, 18352, 4809, 11684]",0.43266342069822855,0.15789473684210528,31.41772174835205
"[17809, 9179, 6034, 17623, 17994, 8993, 6219, 9364, 15235, 8807, 17430, 6404, 5848, 9549, 15049, 15420, 8621, 6589, 17243, 15605, 18179, 17050, 6774, 8435, 16740, 8249, 6959, 9734, 7250, 14863, 5662, 8019, 7833, 7467, 15790, 16554, 9919, 15988, 18364, 14677, 16368, 5476, 10104, 16175, 10289, 5290, 14491, 10474, 14191, 13995, 10659, 13809, 5102, 13623, 10851, 11036, 18549, 4916, 11221, 13435, 13196, 11406, 12888, 11621, 12692, 11889, 12075, 12303, 12506]",0.3582289572702438,0.15789473684210528,31.463453769683838
